basomrade,year,immigration_surplus_min_3_years_of_higher_education_aged_25_64_male
4440200_roslags_kulla_fd_forsaml,2001,-3
4440200_roslags_kulla_fd_forsaml,2002,-3
4440200_roslags_kulla_fd_forsaml,2003,4
4440200_roslags_kulla_fd_forsaml,2004,0
4440200_roslags_kulla_fd_forsaml,2005,0
4440200_roslags_kulla_fd_forsaml,2006,0
4440200_roslags_kulla_fd_forsaml,2007,3
4440200_roslags_kulla_fd_forsaml,2008,4
4440200_roslags_kulla_fd_forsaml,2009,-3
4440200_roslags_kulla_fd_forsaml,2010,0
4440200_roslags_kulla_fd_forsaml,2011,0
4440200_roslags_kulla_fd_forsaml,2012,0
4440200_roslags_kulla_fd_forsaml,2013,3
4440200_roslags_kulla_fd_forsaml,2014,0
4450110_ekbacken,2000,1
4450110_ekbacken,2001,0
4450110_ekbacken,2002,5
4450110_ekbacken,2003,0
4450110_ekbacken,2004,0
4450110_ekbacken,2005,0
4450110_ekbacken,2006,6
4450110_ekbacken,2007,-3
4450110_ekbacken,2008,0
4450110_ekbacken,2009,2
4450110_ekbacken,2010,2
4450110_ekbacken,2011,1
4450110_ekbacken,2012,0
4450110_ekbacken,2013,4
4450110_ekbacken,2014,-5
4450120_runo_gard,2000,5
4450120_runo_gard,2001,1
4450120_runo_gard,2002,-8
4450120_runo_gard,2003,-2
4450120_runo_gard,2004,-4
4450120_runo_gard,2005,2
4450120_runo_gard,2006,3
4450120_runo_gard,2007,3
4450120_runo_gard,2008,-7
4450120_runo_gard,2009,3
4450120_runo_gard,2010,-1
4450120_runo_gard,2011,2
4450120_runo_gard,2012,-1
4450120_runo_gard,2013,5
4450120_runo_gard,2014,3
4450130_akersberga,2000,2
4450130_akersberga,2001,24
4450130_akersberga,2002,4
4450130_akersberga,2003,-7
4450130_akersberga,2004,-3
4450130_akersberga,2005,-7
4450130_akersberga,2006,2
4450130_akersberga,2007,-14
4450130_akersberga,2008,-3
4450130_akersberga,2009,-11
4450130_akersberga,2010,-3
4450130_akersberga,2011,-15
4450130_akersberga,2012,3
4450130_akersberga,2013,-5
4450130_akersberga,2014,2
4450140_kullen,2000,-1
4450140_kullen,2001,0
4450140_kullen,2002,-5
4450140_kullen,2003,4
4450140_kullen,2004,0
4450140_kullen,2005,7
4450140_kullen,2006,0
4450140_kullen,2007,-4
4450140_kullen,2008,-3
4450140_kullen,2009,-3
4450140_kullen,2010,-1
4450140_kullen,2011,-3
4450140_kullen,2012,0
4450140_kullen,2013,-3
4450140_kullen,2014,3
4450150_ostra_sora,2000,-1
4450150_ostra_sora,2001,-7
4450150_ostra_sora,2002,4
4450150_ostra_sora,2003,1
4450150_ostra_sora,2004,8
4450150_ostra_sora,2005,3
4450150_ostra_sora,2006,-1
4450150_ostra_sora,2007,0
4450150_ostra_sora,2008,1
4450150_ostra_sora,2009,6
4450150_ostra_sora,2010,5
4450150_ostra_sora,2011,4
4450150_ostra_sora,2012,3
4450150_ostra_sora,2013,3
4450150_ostra_sora,2014,9
4450160_vastra_sora,2000,-3
4450160_vastra_sora,2001,1
4450160_vastra_sora,2002,-3
4450160_vastra_sora,2003,0
4450160_vastra_sora,2004,1
4450160_vastra_sora,2005,-2
4450160_vastra_sora,2006,3
4450160_vastra_sora,2007,0
4450160_vastra_sora,2008,5
4450160_vastra_sora,2009,2
4450160_vastra_sora,2010,-3
4450160_vastra_sora,2011,-2
4450160_vastra_sora,2012,-1
4450160_vastra_sora,2013,0
4450160_vastra_sora,2014,-4
4450170_neptunus,2000,3
4450170_neptunus,2001,0
4450170_neptunus,2002,-3
4450170_neptunus,2003,-3
4450170_neptunus,2004,0
4450170_neptunus,2005,4
4450170_neptunus,2006,4
4450170_neptunus,2007,1
4450170_neptunus,2008,-4
4450170_neptunus,2009,1
4450170_neptunus,2010,-5
4450170_neptunus,2011,-1
4450170_neptunus,2012,0
4450170_neptunus,2013,0
4450170_neptunus,2014,0
4450180_kungsangen,2000,5
4450180_kungsangen,2001,13
4450180_kungsangen,2002,10
4450180_kungsangen,2003,7
4450180_kungsangen,2004,1
4450180_kungsangen,2005,4
4450180_kungsangen,2006,10
4450180_kungsangen,2007,0
4450180_kungsangen,2008,-7
4450180_kungsangen,2009,0
4450180_kungsangen,2010,-4
4450180_kungsangen,2011,1
4450180_kungsangen,2012,4
4450180_kungsangen,2013,7
4450180_kungsangen,2014,-1
4450190_tunagard_osterskar,2000,1
4450190_tunagard_osterskar,2001,7
4450190_tunagard_osterskar,2002,-2
4450190_tunagard_osterskar,2003,2
4450190_tunagard_osterskar,2004,6
4450190_tunagard_osterskar,2005,19
4450190_tunagard_osterskar,2006,1
4450190_tunagard_osterskar,2007,3
4450190_tunagard_osterskar,2008,1
4450190_tunagard_osterskar,2009,8
4450190_tunagard_osterskar,2010,5
4450190_tunagard_osterskar,2011,0
4450190_tunagard_osterskar,2012,6
4450190_tunagard_osterskar,2013,-1
4450190_tunagard_osterskar,2014,4
4450210_akerstorp,2000,0
4450210_akerstorp,2001,6
4450210_akerstorp,2002,2
4450210_akerstorp,2003,-4
4450210_akerstorp,2004,2
4450210_akerstorp,2005,4
4450210_akerstorp,2006,5
4450210_akerstorp,2007,-1
4450210_akerstorp,2008,1
4450210_akerstorp,2009,5
4450210_akerstorp,2010,2
4450210_akerstorp,2011,0
4450210_akerstorp,2012,0
4450210_akerstorp,2013,0
4450210_akerstorp,2014,6
4450220_smedby,2000,0
4450220_smedby,2001,-1
4450220_smedby,2002,-3
4450220_smedby,2003,0
4450220_smedby,2004,-3
4450220_smedby,2005,3
4450220_smedby,2006,0
4450220_smedby,2007,1
4450220_smedby,2008,6
4450220_smedby,2009,8
4450220_smedby,2010,5
4450220_smedby,2011,0
4450220_smedby,2012,1
4450220_smedby,2013,3
4450220_smedby,2014,4
4450230_hacksta,2000,-4
4450230_hacksta,2001,-23
4450230_hacksta,2002,2
4450230_hacksta,2003,-1
4450230_hacksta,2004,-2
4450230_hacksta,2005,0
4450230_hacksta,2006,2
4450230_hacksta,2007,-3
4450230_hacksta,2008,-2
4450230_hacksta,2009,1
4450230_hacksta,2010,6
4450230_hacksta,2011,0
4450230_hacksta,2012,1
4450230_hacksta,2013,3
4450230_hacksta,2014,-2
4450240_skansta,2000,4
4450240_skansta,2001,-4
4450240_skansta,2002,-4
4450240_skansta,2003,-4
4450240_skansta,2004,2
4450240_skansta,2005,-3
4450240_skansta,2006,-3
4450240_skansta,2007,1
4450240_skansta,2008,5
4450240_skansta,2009,5
4450240_skansta,2010,1
4450240_skansta,2011,-3
4450240_skansta,2012,-4
4450240_skansta,2013,1
4450240_skansta,2014,3
4450250_singo,2000,-3
4450250_singo,2001,0
4450250_singo,2002,0
4450250_singo,2003,3
4450250_singo,2004,3
4450250_singo,2005,3
4450250_singo,2006,0
4450250_singo,2007,0
4450250_singo,2008,-3
4450250_singo,2009,0
4450250_singo,2010,3
4450250_singo,2011,0
4450250_singo,2012,0
4450250_singo,2013,0
4450250_singo,2014,-1
4450260_asatra,2000,1
4450260_asatra,2001,4
4450260_asatra,2002,1
4450260_asatra,2003,-3
4450260_asatra,2004,2
4450260_asatra,2005,4
4450260_asatra,2006,0
4450260_asatra,2007,0
4450260_asatra,2008,0
4450260_asatra,2009,3
4450260_asatra,2010,-1
4450260_asatra,2011,-1
4450260_asatra,2012,-1
4450260_asatra,2013,1
4450260_asatra,2014,0
4450310_margretelund,2000,13
4450310_margretelund,2001,16
4450310_margretelund,2002,12
4450310_margretelund,2003,7
4450310_margretelund,2004,10
4450310_margretelund,2005,11
4450310_margretelund,2006,7
4450310_margretelund,2007,5
4450310_margretelund,2008,1
4450310_margretelund,2009,-9
4450310_margretelund,2010,-2
4450310_margretelund,2011,17
4450310_margretelund,2012,2
4450310_margretelund,2013,-2
4450310_margretelund,2014,9
4450320_trasatra,2000,3
4450320_trasatra,2001,-5
4450320_trasatra,2002,-9
4450320_trasatra,2003,-5
4450320_trasatra,2004,2
4450320_trasatra,2005,-11
4450320_trasatra,2006,-5
4450320_trasatra,2007,1
4450320_trasatra,2008,-2
4450320_trasatra,2009,3
4450320_trasatra,2010,-5
4450320_trasatra,2011,1
4450320_trasatra,2012,7
4450320_trasatra,2013,0
4450320_trasatra,2014,-4
4450330_flaxenvik,2000,5
4450330_flaxenvik,2001,-1
4450330_flaxenvik,2002,2
4450330_flaxenvik,2003,1
4450330_flaxenvik,2004,-1
4450330_flaxenvik,2005,2
4450330_flaxenvik,2006,3
4450330_flaxenvik,2007,-1
4450330_flaxenvik,2008,3
4450330_flaxenvik,2009,5
4450330_flaxenvik,2010,5
4450330_flaxenvik,2011,0
4450330_flaxenvik,2012,3
4450330_flaxenvik,2013,0
4450330_flaxenvik,2014,8
4450340_skargardsstad,2000,7
4450340_skargardsstad,2001,5
4450340_skargardsstad,2002,5
4450340_skargardsstad,2003,-2
4450340_skargardsstad,2004,7
4450340_skargardsstad,2005,0
4450340_skargardsstad,2006,5
4450340_skargardsstad,2007,-1
4450340_skargardsstad,2008,-4
4450340_skargardsstad,2009,-2
4450340_skargardsstad,2010,-1
4450340_skargardsstad,2011,2
4450340_skargardsstad,2012,7
4450340_skargardsstad,2013,5
4450340_skargardsstad,2014,6
4451231_okand,2000,9
4451231_okand,2001,3
4451231_okand,2002,8
4451231_okand,2003,9
4451231_okand,2004,10
4451231_okand,2005,15
4451231_okand,2006,9
4451231_okand,2007,6
4451231_okand,2008,6
4451231_okand,2009,-2
4451240_norra_runo,2000,5
4451240_norra_runo,2001,15
4451240_norra_runo,2002,5
4451240_norra_runo,2003,3
4451240_norra_runo,2004,2
4451240_norra_runo,2005,2
4451240_norra_runo,2006,4
4451240_norra_runo,2007,-4
4451240_norra_runo,2008,7
4451240_norra_runo,2009,5
4451240_norra_runo,2010,0
4451240_norra_runo,2011,3
4451240_norra_runo,2012,-1
4451240_norra_runo,2013,0
4451240_norra_runo,2014,0
4451250_svinninge,2000,1
4451250_svinninge,2001,0
4451250_svinninge,2002,1
4451250_svinninge,2003,5
4451250_svinninge,2004,3
4451250_svinninge,2005,-1
4451250_svinninge,2006,2
4451250_svinninge,2007,5
4451250_svinninge,2008,2
4451250_svinninge,2009,1
4451250_svinninge,2010,3
4451250_svinninge,2011,-4
4451250_svinninge,2012,7
4451250_svinninge,2013,-1
4451250_svinninge,2014,-3
4451410_rydbo,2000,5
4451410_rydbo,2001,0
4451410_rydbo,2002,5
4451410_rydbo,2003,3
4451410_rydbo,2004,0
4451410_rydbo,2005,5
4451410_rydbo,2006,9
4451410_rydbo,2007,1
4451410_rydbo,2008,0
4451410_rydbo,2009,-4
4451410_rydbo,2010,2
4451410_rydbo,2011,-3
4451410_rydbo,2012,4
4451410_rydbo,2013,-1
4451410_rydbo,2014,-8
4451420_svartgarn,2000,0
4451420_svartgarn,2001,1
4451420_svartgarn,2002,4
4451420_svartgarn,2003,0
4451420_svartgarn,2004,4
4451420_svartgarn,2005,11
4451420_svartgarn,2006,2
4451420_svartgarn,2007,1
4451420_svartgarn,2008,4
4451420_svartgarn,2009,2
4451420_svartgarn,2010,-2
4451420_svartgarn,2011,5
4451420_svartgarn,2012,2
4451420_svartgarn,2013,2
4451420_svartgarn,2014,3
4451430_ostra_ryds_glesbygd,2000,3
4451430_ostra_ryds_glesbygd,2001,0
4451430_ostra_ryds_glesbygd,2002,0
4451430_ostra_ryds_glesbygd,2003,0
4451430_ostra_ryds_glesbygd,2004,0
4451430_ostra_ryds_glesbygd,2005,0
4451430_ostra_ryds_glesbygd,2006,0
4451430_ostra_ryds_glesbygd,2007,0
4451430_ostra_ryds_glesbygd,2008,0
4451430_ostra_ryds_glesbygd,2009,0
4451430_ostra_ryds_glesbygd,2010,0
4451430_ostra_ryds_glesbygd,2011,0
4451430_ostra_ryds_glesbygd,2012,3
4451430_ostra_ryds_glesbygd,2013,3
4451430_ostra_ryds_glesbygd,2014,3
5610200_mortnas,2000,4
5610200_mortnas,2001,11
5610200_mortnas,2002,2
5610200_mortnas,2003,4
5610200_mortnas,2004,7
5610200_mortnas,2005,12
5610200_mortnas,2006,6
5610200_mortnas,2007,4
5610200_mortnas,2008,10
5610200_mortnas,2009,5
5610200_mortnas,2010,7
5610200_mortnas,2011,13
5610200_mortnas,2012,1
5610200_mortnas,2013,15
5610200_mortnas,2014,15
5610500_okand,2000,4
5610500_okand,2001,2
5610500_okand,2002,1
5610500_okand,2003,4
5610500_okand,2004,0
5610500_okand,2005,-1
5610500_okand,2006,-9
5610500_okand,2007,4
5610500_okand,2008,0
5610500_okand,2009,-4
5611110_munkmora,2000,1
5611110_munkmora,2001,-1
5611110_munkmora,2002,-1
5611110_munkmora,2003,-8
5611110_munkmora,2004,0
5611110_munkmora,2005,-5
5611110_munkmora,2006,0
5611110_munkmora,2007,1
5611110_munkmora,2008,6
5611110_munkmora,2009,0
5611110_munkmora,2010,2
5611110_munkmora,2011,1
5611110_munkmora,2012,0
5611110_munkmora,2013,-1
5611110_munkmora,2014,3
5611120_lugnet_flerbostadshus,2000,-1
5611120_lugnet_flerbostadshus,2001,1
5611120_lugnet_flerbostadshus,2002,0
5611120_lugnet_flerbostadshus,2003,-4
5611120_lugnet_flerbostadshus,2004,4
5611120_lugnet_flerbostadshus,2005,4
5611120_lugnet_flerbostadshus,2006,0
5611120_lugnet_flerbostadshus,2007,-2
5611120_lugnet_flerbostadshus,2008,-2
5611120_lugnet_flerbostadshus,2009,-5
5611120_lugnet_flerbostadshus,2010,0
5611120_lugnet_flerbostadshus,2011,-1
5611120_lugnet_flerbostadshus,2012,3
5611120_lugnet_flerbostadshus,2013,2
5611120_lugnet_flerbostadshus,2014,2
5611130_lugnet_smahus,2000,4
5611130_lugnet_smahus,2001,-5
5611130_lugnet_smahus,2002,0
5611130_lugnet_smahus,2003,0
5611130_lugnet_smahus,2004,4
5611130_lugnet_smahus,2005,0
5611130_lugnet_smahus,2006,3
5611130_lugnet_smahus,2007,-2
5611130_lugnet_smahus,2008,-4
5611130_lugnet_smahus,2009,1
5611130_lugnet_smahus,2010,1
5611130_lugnet_smahus,2011,3
5611130_lugnet_smahus,2012,-1
5611130_lugnet_smahus,2013,5
5611130_lugnet_smahus,2014,5
5611140_hojdhagen,2000,-4
5611140_hojdhagen,2001,-2
5611140_hojdhagen,2002,1
5611140_hojdhagen,2003,0
5611140_hojdhagen,2004,-2
5611140_hojdhagen,2005,1
5611140_hojdhagen,2006,0
5611140_hojdhagen,2007,5
5611140_hojdhagen,2008,3
5611140_hojdhagen,2009,2
5611140_hojdhagen,2010,6
5611140_hojdhagen,2011,12
5611140_hojdhagen,2012,13
5611140_hojdhagen,2013,2
5611140_hojdhagen,2014,10
5611150_okand,2000,19
5611150_okand,2001,7
5611150_okand,2002,7
5611150_okand,2003,-1
5611150_okand,2004,12
5611150_okand,2005,34
5611150_okand,2006,19
5611150_okand,2007,34
5611150_okand,2008,8
5611150_okand,2009,0
5611160_osby_grind,2000,-1
5611160_osby_grind,2001,0
5611160_osby_grind,2002,-3
5611160_osby_grind,2003,0
5611160_osby_grind,2004,0
5611160_osby_grind,2005,0
5611160_osby_grind,2006,-1
5611160_osby_grind,2007,0
5611160_osby_grind,2008,-3
5611160_osby_grind,2009,-3
5611160_osby_grind,2010,1
5611160_osby_grind,2011,0
5611160_osby_grind,2012,0
5611160_osby_grind,2013,0
5611160_osby_grind,2014,4
5611170_osbydalen,2000,-3
5611170_osbydalen,2001,8
5611170_osbydalen,2002,-4
5611170_osbydalen,2003,4
5611170_osbydalen,2004,7
5611170_osbydalen,2005,2
5611170_osbydalen,2006,-2
5611170_osbydalen,2007,4
5611170_osbydalen,2008,1
5611170_osbydalen,2009,3
5611170_osbydalen,2010,-1
5611170_osbydalen,2011,-3
5611170_osbydalen,2012,7
5611170_osbydalen,2013,1
5611170_osbydalen,2014,1
5611190_holmviksskogen,2000,-2
5611190_holmviksskogen,2001,-3
5611190_holmviksskogen,2002,-8
5611190_holmviksskogen,2003,-4
5611190_holmviksskogen,2004,-1
5611190_holmviksskogen,2005,0
5611190_holmviksskogen,2006,1
5611190_holmviksskogen,2007,-1
5611190_holmviksskogen,2008,-1
5611190_holmviksskogen,2009,-3
5611190_holmviksskogen,2010,5
5611190_holmviksskogen,2011,-1
5611190_holmviksskogen,2012,-3
5611190_holmviksskogen,2013,4
5611190_holmviksskogen,2014,0
5620100_brunn,2000,0
5620100_brunn,2001,3
5620100_brunn,2002,-1
5620100_brunn,2003,-3
5620100_brunn,2004,0
5620100_brunn,2005,0
5620100_brunn,2006,2
5620100_brunn,2007,1
5620100_brunn,2008,3
5620100_brunn,2009,0
5620100_brunn,2010,0
5620100_brunn,2011,4
5620100_brunn,2012,-2
5620100_brunn,2013,1
5620100_brunn,2014,6
5620510_okand,2000,18
5620510_okand,2001,11
5620510_okand,2002,4
5620510_okand,2003,4
5620510_okand,2004,3
5620510_okand,2005,4
5620510_okand,2006,1
5620510_okand,2007,6
5620510_okand,2008,-5
5620510_okand,2009,2
5620520_sydvastra_ingaro,2000,4
5620520_sydvastra_ingaro,2001,6
5620520_sydvastra_ingaro,2002,-2
5620520_sydvastra_ingaro,2003,4
5620520_sydvastra_ingaro,2004,0
5620520_sydvastra_ingaro,2005,6
5620520_sydvastra_ingaro,2006,5
5620520_sydvastra_ingaro,2007,6
5620520_sydvastra_ingaro,2008,5
5620520_sydvastra_ingaro,2009,-8
5620520_sydvastra_ingaro,2010,0
5620520_sydvastra_ingaro,2011,-5
5620520_sydvastra_ingaro,2012,7
5620520_sydvastra_ingaro,2013,4
5620520_sydvastra_ingaro,2014,5
5620530_okand,2000,13
5620530_okand,2001,3
5620530_okand,2002,9
5620530_okand,2003,-1
5620530_okand,2004,2
5620530_okand,2005,6
5620530_okand,2006,-4
5620530_okand,2007,5
5620530_okand,2008,5
5620530_okand,2009,10
5630110_hemmesta,2000,4
5630110_hemmesta,2001,-2
5630110_hemmesta,2002,-1
5630110_hemmesta,2003,1
5630110_hemmesta,2004,-4
5630110_hemmesta,2005,0
5630110_hemmesta,2006,-4
5630110_hemmesta,2007,2
5630110_hemmesta,2008,5
5630110_hemmesta,2009,3
5630110_hemmesta,2010,6
5630110_hemmesta,2011,2
5630110_hemmesta,2012,-3
5630110_hemmesta,2013,6
5630110_hemmesta,2014,1
5630120_fruvik,2000,4
5630120_fruvik,2001,1
5630120_fruvik,2002,0
5630120_fruvik,2003,0
5630120_fruvik,2004,3
5630120_fruvik,2005,10
5630120_fruvik,2006,14
5630120_fruvik,2007,3
5630120_fruvik,2008,1
5630120_fruvik,2009,7
5630120_fruvik,2010,-4
5630120_fruvik,2011,3
5630120_fruvik,2012,1
5630120_fruvik,2013,-5
5630120_fruvik,2014,6
5630130_hemmestahojden,2000,3
5630130_hemmestahojden,2001,-3
5630130_hemmestahojden,2002,0
5630130_hemmestahojden,2003,0
5630130_hemmestahojden,2004,3
5630130_hemmestahojden,2005,0
5630130_hemmestahojden,2006,6
5630130_hemmestahojden,2007,0
5630130_hemmestahojden,2008,0
5630130_hemmestahojden,2009,-1
5630130_hemmestahojden,2010,1
5630130_hemmestahojden,2011,0
5630130_hemmestahojden,2012,-3
5630130_hemmestahojden,2013,-3
5630130_hemmestahojden,2014,0
5630200_angsvik,2000,0
5630200_angsvik,2001,0
5630200_angsvik,2002,0
5630200_angsvik,2003,0
5630200_angsvik,2004,0
5630200_angsvik,2005,-1
5630200_angsvik,2006,1
5630200_angsvik,2007,0
5630200_angsvik,2008,0
5630200_angsvik,2009,-3
5630200_angsvik,2010,-1
5630200_angsvik,2011,-3
5630200_angsvik,2012,-3
5630200_angsvik,2013,4
5630200_angsvik,2014,0
5630300_skeppsdalsstrom,2000,9
5630300_skeppsdalsstrom,2001,10
5630300_skeppsdalsstrom,2002,28
5630300_skeppsdalsstrom,2003,11
5630300_skeppsdalsstrom,2004,32
5630300_skeppsdalsstrom,2005,19
5630300_skeppsdalsstrom,2006,-4
5630300_skeppsdalsstrom,2007,13
5630300_skeppsdalsstrom,2008,1
5630300_skeppsdalsstrom,2009,-2
5630300_skeppsdalsstrom,2010,2
5630300_skeppsdalsstrom,2011,-6
5630300_skeppsdalsstrom,2012,4
5630300_skeppsdalsstrom,2013,4
5630300_skeppsdalsstrom,2014,6
5630400_kopparmora,2000,0
5630400_kopparmora,2001,0
5630400_kopparmora,2002,0
5630400_kopparmora,2003,0
5630400_kopparmora,2004,-3
5630400_kopparmora,2005,0
5630400_kopparmora,2006,3
5630400_kopparmora,2007,0
5630400_kopparmora,2008,0
5630400_kopparmora,2009,0
5630400_kopparmora,2010,4
5630400_kopparmora,2011,3
5630400_kopparmora,2012,3
5630400_kopparmora,2013,0
5630400_kopparmora,2014,3
5630510_okand,2000,1
5630510_okand,2001,14
5630510_okand,2002,8
5630510_okand,2003,0
5630510_okand,2004,1
5630510_okand,2005,10
5630510_okand,2006,6
5630510_okand,2007,10
5630510_okand,2008,1
5630510_okand,2009,0
5630520_okand,2000,-2
5630520_okand,2001,7
5630520_okand,2002,6
5630520_okand,2003,11
5630520_okand,2004,-1
5630520_okand,2005,1
5630520_okand,2006,11
5630520_okand,2007,-3
5630520_okand,2008,3
5630520_okand,2009,-5
5630600_varmdo_norra_skargard,2000,4
5630600_varmdo_norra_skargard,2001,0
5630600_varmdo_norra_skargard,2002,-3
5630600_varmdo_norra_skargard,2003,0
5630600_varmdo_norra_skargard,2004,0
5630600_varmdo_norra_skargard,2005,0
5630600_varmdo_norra_skargard,2006,0
5630600_varmdo_norra_skargard,2007,0
5630600_varmdo_norra_skargard,2008,0
5630600_varmdo_norra_skargard,2009,-3
5630600_varmdo_norra_skargard,2010,-2
5630600_varmdo_norra_skargard,2011,0
5630600_varmdo_norra_skargard,2012,0
5630600_varmdo_norra_skargard,2013,0
5630600_varmdo_norra_skargard,2014,0
5640100_djurhamn,2000,3
5640100_djurhamn,2001,-3
5640100_djurhamn,2002,4
5640100_djurhamn,2003,3
5640100_djurhamn,2004,1
5640100_djurhamn,2005,1
5640100_djurhamn,2006,0
5640100_djurhamn,2007,0
5640100_djurhamn,2008,0
5640100_djurhamn,2009,0
5640100_djurhamn,2010,-8
5640100_djurhamn,2011,-3
5640100_djurhamn,2012,4
5640100_djurhamn,2013,1
5640100_djurhamn,2014,-4
5640200_stavsnas,2000,0
5640200_stavsnas,2001,0
5640200_stavsnas,2002,0
5640200_stavsnas,2003,-1
5640200_stavsnas,2004,2
5640200_stavsnas,2005,-4
5640200_stavsnas,2006,-1
5640200_stavsnas,2007,4
5640200_stavsnas,2008,2
5640200_stavsnas,2009,0
5640200_stavsnas,2010,2
5640200_stavsnas,2011,-5
5640200_stavsnas,2012,-1
5640200_stavsnas,2013,-5
5640200_stavsnas,2014,4
5640510_stavsnas_glesbygd,2000,1
5640510_stavsnas_glesbygd,2001,-2
5640510_stavsnas_glesbygd,2002,0
5640510_stavsnas_glesbygd,2003,4
5640510_stavsnas_glesbygd,2004,2
5640510_stavsnas_glesbygd,2005,2
5640510_stavsnas_glesbygd,2006,1
5640510_stavsnas_glesbygd,2007,1
5640510_stavsnas_glesbygd,2008,-1
5640510_stavsnas_glesbygd,2009,-3
5640510_stavsnas_glesbygd,2010,-1
5640510_stavsnas_glesbygd,2011,2
5640510_stavsnas_glesbygd,2012,3
5640510_stavsnas_glesbygd,2013,3
5640510_stavsnas_glesbygd,2014,0
5640520_djuro_glesbygd,2000,0
5640520_djuro_glesbygd,2001,3
5640520_djuro_glesbygd,2002,1
5640520_djuro_glesbygd,2003,6
5640520_djuro_glesbygd,2004,4
5640520_djuro_glesbygd,2005,-1
5640520_djuro_glesbygd,2006,-1
5640520_djuro_glesbygd,2007,1
5640520_djuro_glesbygd,2008,0
5640520_djuro_glesbygd,2009,0
5640520_djuro_glesbygd,2010,-1
5640520_djuro_glesbygd,2011,0
5640520_djuro_glesbygd,2012,4
5640520_djuro_glesbygd,2013,-2
5640520_djuro_glesbygd,2014,-4
5640600_djuro_skargard,2000,-3
5640600_djuro_skargard,2001,3
5640600_djuro_skargard,2002,0
5640600_djuro_skargard,2003,5
5640600_djuro_skargard,2004,0
5640600_djuro_skargard,2005,3
5640600_djuro_skargard,2006,-7
5640600_djuro_skargard,2007,0
5640600_djuro_skargard,2008,3
5640600_djuro_skargard,2009,0
5640600_djuro_skargard,2010,1
5640600_djuro_skargard,2011,0
5640600_djuro_skargard,2012,3
5640600_djuro_skargard,2013,0
5640600_djuro_skargard,2014,3
5650000_moja_forsamling,2000,3
5650000_moja_forsamling,2001,-3
5650000_moja_forsamling,2002,-3
5650000_moja_forsamling,2003,3
5650000_moja_forsamling,2004,0
5650000_moja_forsamling,2005,-4
5650000_moja_forsamling,2006,-3
5650000_moja_forsamling,2007,0
5650000_moja_forsamling,2008,0
5650000_moja_forsamling,2009,0
5650000_moja_forsamling,2010,1
5650000_moja_forsamling,2011,0
5650000_moja_forsamling,2012,3
5650000_moja_forsamling,2013,0
5650000_moja_forsamling,2014,0
5660000_namdo_forsamling,2000,0
5660000_namdo_forsamling,2001,0
5660000_namdo_forsamling,2002,0
5660000_namdo_forsamling,2003,0
5660000_namdo_forsamling,2004,0
5660000_namdo_forsamling,2005,0
5660000_namdo_forsamling,2006,-3
5660000_namdo_forsamling,2007,0
5660000_namdo_forsamling,2008,0
5660000_namdo_forsamling,2009,3
5660000_namdo_forsamling,2010,0
5660000_namdo_forsamling,2011,-3
5660000_namdo_forsamling,2012,0
5660000_namdo_forsamling,2013,0
5660000_namdo_forsamling,2014,0
3311110_staket,2000,5
3311110_staket,2001,8
3311110_staket,2002,-2
3311110_staket,2003,-2
3311110_staket,2004,3
3311110_staket,2005,1
