basomrade,year,immigration_surplus_male
4440120_ingmarso_m_fl_oar,2009,-1
4440120_ingmarso_m_fl_oar,2010,1
4440120_ingmarso_m_fl_oar,2011,3
4440120_ingmarso_m_fl_oar,2012,-2
4440120_ingmarso_m_fl_oar,2013,-5
4440120_ingmarso_m_fl_oar,2014,-6
4440200_roslags_kulla_fd_forsaml,2000,6
4440200_roslags_kulla_fd_forsaml,2001,2
4440200_roslags_kulla_fd_forsaml,2002,8
4440200_roslags_kulla_fd_forsaml,2003,-9
4440200_roslags_kulla_fd_forsaml,2004,3
4440200_roslags_kulla_fd_forsaml,2005,-5
4440200_roslags_kulla_fd_forsaml,2006,-8
4440200_roslags_kulla_fd_forsaml,2007,3
4440200_roslags_kulla_fd_forsaml,2008,-7
4440200_roslags_kulla_fd_forsaml,2009,0
4440200_roslags_kulla_fd_forsaml,2010,5
4440200_roslags_kulla_fd_forsaml,2011,-1
4440200_roslags_kulla_fd_forsaml,2012,3
4440200_roslags_kulla_fd_forsaml,2013,3
4440200_roslags_kulla_fd_forsaml,2014,5
4450110_ekbacken,2000,-9
4450110_ekbacken,2001,-11
4450110_ekbacken,2002,-3
4450110_ekbacken,2003,1
4450110_ekbacken,2004,7
4450110_ekbacken,2005,8
4450110_ekbacken,2006,-5
4450110_ekbacken,2007,7
4450110_ekbacken,2008,-24
4450110_ekbacken,2009,0
4450110_ekbacken,2010,3
4450110_ekbacken,2011,-11
4450110_ekbacken,2012,-10
4450110_ekbacken,2013,21
4450110_ekbacken,2014,10
4450120_runo_gard,2000,24
4450120_runo_gard,2001,-11
4450120_runo_gard,2002,-9
4450120_runo_gard,2003,-17
4450120_runo_gard,2004,-10
4450120_runo_gard,2005,-20
4450120_runo_gard,2006,-11
4450120_runo_gard,2007,-22
4450120_runo_gard,2008,-18
4450120_runo_gard,2009,-24
4450120_runo_gard,2010,-11
4450120_runo_gard,2011,-5
4450120_runo_gard,2012,-28
4450120_runo_gard,2013,-8
4450120_runo_gard,2014,-22
4450130_akersberga,2000,-6
4450130_akersberga,2001,216
4450130_akersberga,2002,21
4450130_akersberga,2003,-5
4450130_akersberga,2004,106
4450130_akersberga,2005,-31
4450130_akersberga,2006,94
4450130_akersberga,2007,-62
4450130_akersberga,2008,36
4450130_akersberga,2009,-36
4450130_akersberga,2010,13
4450130_akersberga,2011,31
4450130_akersberga,2012,92
4450130_akersberga,2013,5
4450130_akersberga,2014,59
4450140_kullen,2000,-9
4450140_kullen,2001,4
4450140_kullen,2002,-5
4450140_kullen,2003,-1
4450140_kullen,2004,5
4450140_kullen,2005,0
4450140_kullen,2006,-4
4450140_kullen,2007,-3
4450140_kullen,2008,-1
4450140_kullen,2009,4
4450140_kullen,2010,-2
4450140_kullen,2011,-10
4450140_kullen,2012,2
4450140_kullen,2013,-5
4450140_kullen,2014,1
4450150_ostra_sora,2000,-5
4450150_ostra_sora,2001,-26
4450150_ostra_sora,2002,-22
4450150_ostra_sora,2003,-6
4450150_ostra_sora,2004,-4
4450150_ostra_sora,2005,-18
4450150_ostra_sora,2006,2
4450150_ostra_sora,2007,-6
4450150_ostra_sora,2008,6
4450150_ostra_sora,2009,13
4450150_ostra_sora,2010,9
4450150_ostra_sora,2011,17
4450150_ostra_sora,2012,22
4450150_ostra_sora,2013,10
4450150_ostra_sora,2014,21
4450160_vastra_sora,2000,-12
4450160_vastra_sora,2001,-11
4450160_vastra_sora,2002,-21
4450160_vastra_sora,2003,17
4450160_vastra_sora,2004,-10
4450160_vastra_sora,2005,-7
4450160_vastra_sora,2006,-7
4450160_vastra_sora,2007,0
4450160_vastra_sora,2008,32
4450160_vastra_sora,2009,17
4450160_vastra_sora,2010,5
4450160_vastra_sora,2011,8
4450160_vastra_sora,2012,11
4450160_vastra_sora,2013,-8
4450160_vastra_sora,2014,-7
4450170_neptunus,2000,-4
4450170_neptunus,2001,6
4450170_neptunus,2002,3
4450170_neptunus,2003,-8
4450170_neptunus,2004,6
4450170_neptunus,2005,7
4450170_neptunus,2006,1
4450170_neptunus,2007,9
4450170_neptunus,2008,2
4450170_neptunus,2009,-3
4450170_neptunus,2010,-10
4450170_neptunus,2011,7
4450170_neptunus,2012,0
4450170_neptunus,2013,0
4450170_neptunus,2014,11
4450180_kungsangen,2000,3
4450180_kungsangen,2001,4
4450180_kungsangen,2002,9
4450180_kungsangen,2003,3
4450180_kungsangen,2004,13
4450180_kungsangen,2005,1
4450180_kungsangen,2006,11
4450180_kungsangen,2007,-2
4450180_kungsangen,2008,-7
4450180_kungsangen,2009,4
4450180_kungsangen,2010,-16
4450180_kungsangen,2011,-13
4450180_kungsangen,2012,13
4450180_kungsangen,2013,5
4450180_kungsangen,2014,-4
4450190_tunagard_osterskar,2000,5
4450190_tunagard_osterskar,2001,10
4450190_tunagard_osterskar,2002,-19
4450190_tunagard_osterskar,2003,-4
4450190_tunagard_osterskar,2004,-12
4450190_tunagard_osterskar,2005,16
4450190_tunagard_osterskar,2006,-20
4450190_tunagard_osterskar,2007,21
4450190_tunagard_osterskar,2008,-19
4450190_tunagard_osterskar,2009,17
4450190_tunagard_osterskar,2010,17
4450190_tunagard_osterskar,2011,9
4450190_tunagard_osterskar,2012,-8
4450190_tunagard_osterskar,2013,-12
4450190_tunagard_osterskar,2014,2
4450210_akerstorp,2000,-3
4450210_akerstorp,2001,1
4450210_akerstorp,2002,-5
4450210_akerstorp,2003,-23
4450210_akerstorp,2004,-12
4450210_akerstorp,2005,-7
4450210_akerstorp,2006,9
4450210_akerstorp,2007,18
4450210_akerstorp,2008,7
4450210_akerstorp,2009,5
4450210_akerstorp,2010,6
4450210_akerstorp,2011,-3
4450210_akerstorp,2012,-2
4450210_akerstorp,2013,-6
4450210_akerstorp,2014,-3
4450220_smedby,2000,-3
4450220_smedby,2001,1
4450220_smedby,2002,-2
4450220_smedby,2003,4
4450220_smedby,2004,3
4450220_smedby,2005,3
4450220_smedby,2006,-1
4450220_smedby,2007,8
4450220_smedby,2008,66
4450220_smedby,2009,31
4450220_smedby,2010,7
4450220_smedby,2011,7
4450220_smedby,2012,7
4450220_smedby,2013,8
4450220_smedby,2014,58
4450230_hacksta,2000,-7
4450230_hacksta,2001,-188
4450230_hacksta,2002,-4
4450230_hacksta,2003,0
4450230_hacksta,2004,-3
4450230_hacksta,2005,-4
4450230_hacksta,2006,-4
4450230_hacksta,2007,-7
4450230_hacksta,2008,-3
4450230_hacksta,2009,0
4450230_hacksta,2010,6
4450230_hacksta,2011,-8
4450230_hacksta,2012,-3
4450230_hacksta,2013,8
4450230_hacksta,2014,-16
4450240_skansta,2000,-19
4450240_skansta,2001,-23
4450240_skansta,2002,-12
4450240_skansta,2003,7
4450240_skansta,2004,7
4450240_skansta,2005,-10
4450240_skansta,2006,-9
4450240_skansta,2007,8
4450240_skansta,2008,-14
4450240_skansta,2009,-9
4450240_skansta,2010,-8
4450240_skansta,2011,-16
4450240_skansta,2012,-10
4450240_skansta,2013,-21
4450240_skansta,2014,-10
4450250_singo,2000,8
4450250_singo,2001,6
4450250_singo,2002,-3
4450250_singo,2003,5
4450250_singo,2004,1
4450250_singo,2005,4
4450250_singo,2006,0
4450250_singo,2007,-3
4450250_singo,2008,10
4450250_singo,2009,4
4450250_singo,2010,6
4450250_singo,2011,-1
4450250_singo,2012,1
4450250_singo,2013,2
4450250_singo,2014,-8
4450260_asatra,2000,8
4450260_asatra,2001,18
4450260_asatra,2002,11
4450260_asatra,2003,20
4450260_asatra,2004,6
4450260_asatra,2005,24
4450260_asatra,2006,-11
4450260_asatra,2007,21
4450260_asatra,2008,2
4450260_asatra,2009,-4
4450260_asatra,2010,-18
4450260_asatra,2011,-9
4450260_asatra,2012,-4
4450260_asatra,2013,-3
4450260_asatra,2014,14
4450310_margretelund,2000,60
4450310_margretelund,2001,53
4450310_margretelund,2002,61
4450310_margretelund,2003,19
4450310_margretelund,2004,6
4450310_margretelund,2005,5
4450310_margretelund,2006,-7
4450310_margretelund,2007,0
4450310_margretelund,2008,18
4450310_margretelund,2009,1
4450310_margretelund,2010,-3
4450310_margretelund,2011,-4
4450310_margretelund,2012,-4
4450310_margretelund,2013,-31
4450310_margretelund,2014,5
4450320_trasatra,2000,-34
4450320_trasatra,2001,-32
4450320_trasatra,2002,-59
4450320_trasatra,2003,-51
4450320_trasatra,2004,-27
4450320_trasatra,2005,-29
4450320_trasatra,2006,-6
4450320_trasatra,2007,-26
4450320_trasatra,2008,-9
4450320_trasatra,2009,-1
4450320_trasatra,2010,-35
4450320_trasatra,2011,-19
4450320_trasatra,2012,-34
4450320_trasatra,2013,-7
4450320_trasatra,2014,-25
4450330_flaxenvik,2000,29
4450330_flaxenvik,2001,14
4450330_flaxenvik,2002,14
4450330_flaxenvik,2003,15
4450330_flaxenvik,2004,21
4450330_flaxenvik,2005,19
4450330_flaxenvik,2006,19
4450330_flaxenvik,2007,-17
4450330_flaxenvik,2008,6
4450330_flaxenvik,2009,2
4450330_flaxenvik,2010,-8
4450330_flaxenvik,2011,6
4450330_flaxenvik,2012,-1
4450330_flaxenvik,2013,2
4450330_flaxenvik,2014,37
4450340_skargardsstad,2000,28
4450340_skargardsstad,2001,34
4450340_skargardsstad,2002,16
4450340_skargardsstad,2003,7
4450340_skargardsstad,2004,7
4450340_skargardsstad,2005,-3
4450340_skargardsstad,2006,-22
4450340_skargardsstad,2007,-13
4450340_skargardsstad,2008,1
4450340_skargardsstad,2009,-24
4450340_skargardsstad,2010,-2
4450340_skargardsstad,2011,-21
4450340_skargardsstad,2012,1
4450340_skargardsstad,2013,-17
4450340_skargardsstad,2014,0
4451231_okand,2000,19
4451231_okand,2001,6
4451231_okand,2002,14
4451231_okand,2003,16
4451231_okand,2004,57
4451231_okand,2005,53
4451231_okand,2006,23
4451231_okand,2007,14
4451231_okand,2008,-13
4451231_okand,2009,-5
4451240_norra_runo,2000,22
4451240_norra_runo,2001,29
4451240_norra_runo,2002,32
4451240_norra_runo,2003,42
4451240_norra_runo,2004,1
4451240_norra_runo,2005,13
4451240_norra_runo,2006,8
4451240_norra_runo,2007,-3
4451240_norra_runo,2008,10
4451240_norra_runo,2009,13
4451240_norra_runo,2010,0
4451240_norra_runo,2011,-3
4451240_norra_runo,2012,0
4451240_norra_runo,2013,5
4451240_norra_runo,2014,5
4451250_svinninge,2000,10
4451250_svinninge,2001,1
4451250_svinninge,2002,10
4451250_svinninge,2003,24
4451250_svinninge,2004,8
4451250_svinninge,2005,-1
4451250_svinninge,2006,3
4451250_svinninge,2007,-2
4451250_svinninge,2008,12
4451250_svinninge,2009,-2
4451250_svinninge,2010,12
4451250_svinninge,2011,-7
4451250_svinninge,2012,12
4451250_svinninge,2013,-9
4451250_svinninge,2014,1
4451410_rydbo,2000,0
4451410_rydbo,2001,16
4451410_rydbo,2002,5
4451410_rydbo,2003,3
4451410_rydbo,2004,-11
4451410_rydbo,2005,-3
4451410_rydbo,2006,24
4451410_rydbo,2007,-7
4451410_rydbo,2008,-7
4451410_rydbo,2009,-3
4451410_rydbo,2010,-10
4451410_rydbo,2011,1
4451410_rydbo,2012,-3
4451410_rydbo,2013,-4
4451410_rydbo,2014,-8
4451420_svartgarn,2000,5
4451420_svartgarn,2001,17
4451420_svartgarn,2002,19
4451420_svartgarn,2003,20
4451420_svartgarn,2004,1
4451420_svartgarn,2005,6
4451420_svartgarn,2006,-2
4451420_svartgarn,2007,-6
4451420_svartgarn,2008,6
4451420_svartgarn,2009,0
4451420_svartgarn,2010,9
4451420_svartgarn,2011,3
4451420_svartgarn,2012,-9
4451420_svartgarn,2013,8
4451420_svartgarn,2014,21
4451430_ostra_ryds_glesbygd,2000,5
4451430_ostra_ryds_glesbygd,2001,-8
4451430_ostra_ryds_glesbygd,2002,1
4451430_ostra_ryds_glesbygd,2003,3
4451430_ostra_ryds_glesbygd,2004,2
4451430_ostra_ryds_glesbygd,2005,-10
4451430_ostra_ryds_glesbygd,2006,-4
4451430_ostra_ryds_glesbygd,2007,-5
4451430_ostra_ryds_glesbygd,2008,2
4451430_ostra_ryds_glesbygd,2009,1
4451430_ostra_ryds_glesbygd,2010,-1
4451430_ostra_ryds_glesbygd,2011,-2
4451430_ostra_ryds_glesbygd,2012,6
4451430_ostra_ryds_glesbygd,2013,0
4451430_ostra_ryds_glesbygd,2014,4
5610200_mortnas,2000,19
5610200_mortnas,2001,11
5610200_mortnas,2002,18
5610200_mortnas,2003,14
5610200_mortnas,2004,10
5610200_mortnas,2005,18
5610200_mortnas,2006,0
5610200_mortnas,2007,21
5610200_mortnas,2008,11
5610200_mortnas,2009,2
5610200_mortnas,2010,22
5610200_mortnas,2011,17
5610200_mortnas,2012,17
5610200_mortnas,2013,38
5610200_mortnas,2014,69
5610500_okand,2000,-10
5610500_okand,2001,3
5610500_okand,2002,-9
5610500_okand,2003,4
5610500_okand,2004,-3
5610500_okand,2005,9
5610500_okand,2006,7
5610500_okand,2007,6
5610500_okand,2008,1
5610500_okand,2009,-5
5611110_munkmora,2000,-7
5611110_munkmora,2001,3
5611110_munkmora,2002,-6
5611110_munkmora,2003,-35
5611110_munkmora,2004,-18
5611110_munkmora,2005,-12
5611110_munkmora,2006,-13
5611110_munkmora,2007,-6
5611110_munkmora,2008,-4
5611110_munkmora,2009,-6
5611110_munkmora,2010,9
5611110_munkmora,2011,-13
5611110_munkmora,2012,-24
5611110_munkmora,2013,0
5611110_munkmora,2014,-13
5611120_lugnet_flerbostadshus,2000,-1
5611120_lugnet_flerbostadshus,2001,-9
5611120_lugnet_flerbostadshus,2002,-13
5611120_lugnet_flerbostadshus,2003,-18
5611120_lugnet_flerbostadshus,2004,5
5611120_lugnet_flerbostadshus,2005,-17
5611120_lugnet_flerbostadshus,2006,35
5611120_lugnet_flerbostadshus,2007,-11
5611120_lugnet_flerbostadshus,2008,12
5611120_lugnet_flerbostadshus,2009,-10
5611120_lugnet_flerbostadshus,2010,14
5611120_lugnet_flerbostadshus,2011,-11
5611120_lugnet_flerbostadshus,2012,16
5611120_lugnet_flerbostadshus,2013,-4
5611120_lugnet_flerbostadshus,2014,18
5611130_lugnet_smahus,2000,15
5611130_lugnet_smahus,2001,4
5611130_lugnet_smahus,2002,-20
5611130_lugnet_smahus,2003,1
5611130_lugnet_smahus,2004,20
5611130_lugnet_smahus,2005,-2
5611130_lugnet_smahus,2006,-6
5611130_lugnet_smahus,2007,-28
5611130_lugnet_smahus,2008,-4
5611130_lugnet_smahus,2009,1
5611130_lugnet_smahus,2010,0
5611130_lugnet_smahus,2011,-14
5611130_lugnet_smahus,2012,5
5611130_lugnet_smahus,2013,7
5611130_lugnet_smahus,2014,1
5611140_hojdhagen,2000,-9
5611140_hojdhagen,2001,-9
5611140_hojdhagen,2002,1
5611140_hojdhagen,2003,11
5611140_hojdhagen,2004,-11
5611140_hojdhagen,2005,-8
5611140_hojdhagen,2006,5
5611140_hojdhagen,2007,16
5611140_hojdhagen,2008,7
5611140_hojdhagen,2009,28
5611140_hojdhagen,2010,34
5611140_hojdhagen,2011,43
5611140_hojdhagen,2012,25
5611140_hojdhagen,2013,43
5611140_hojdhagen,2014,-1
5611150_okand,2000,26
5611150_okand,2001,26
5611150_okand,2002,-5
5611150_okand,2003,-3
5611150_okand,2004,123
5611150_okand,2005,174
5611150_okand,2006,53
5611150_okand,2007,179
5611150_okand,2008,66
5611150_okand,2009,33
5611160_osby_grind,2000,-10
5611160_osby_grind,2001,-3
5611160_osby_grind,2002,-4
5611160_osby_grind,2003,-8
5611160_osby_grind,2004,-1
5611160_osby_grind,2005,6
5611160_osby_grind,2006,-2
5611160_osby_grind,2007,-4
5611160_osby_grind,2008,-1
5611160_osby_grind,2009,-6
5611160_osby_grind,2010,-8
5611160_osby_grind,2011,-6
5611160_osby_grind,2012,-4
5611160_osby_grind,2013,-11
5611160_osby_grind,2014,4
5611170_osbydalen,2000,-4
5611170_osbydalen,2001,2
5611170_osbydalen,2002,-15
5611170_osbydalen,2003,-30
5611170_osbydalen,2004,-12
5611170_osbydalen,2005,-11
5611170_osbydalen,2006,-8
5611170_osbydalen,2007,-9
5611170_osbydalen,2008,-27
5611170_osbydalen,2009,4
5611170_osbydalen,2010,-17
5611170_osbydalen,2011,-5
5611170_osbydalen,2012,-15
5611170_osbydalen,2013,-22
5611170_osbydalen,2014,0
5611190_holmviksskogen,2000,6
5611190_holmviksskogen,2001,-14
5611190_holmviksskogen,2002,-8
5611190_holmviksskogen,2003,-4
5611190_holmviksskogen,2004,-17
5611190_holmviksskogen,2005,-2
5611190_holmviksskogen,2006,0
5611190_holmviksskogen,2007,-12
5611190_holmviksskogen,2008,-10
5611190_holmviksskogen,2009,-13
5611190_holmviksskogen,2010,17
5611190_holmviksskogen,2011,15
5611190_holmviksskogen,2012,-13
5611190_holmviksskogen,2013,11
5611190_holmviksskogen,2014,0
5620100_brunn,2000,4
5620100_brunn,2001,-11
5620100_brunn,2002,0
5620100_brunn,2003,9
5620100_brunn,2004,7
5620100_brunn,2005,-2
5620100_brunn,2006,5
5620100_brunn,2007,-9
5620100_brunn,2008,-4
5620100_brunn,2009,4
5620100_brunn,2010,-1
5620100_brunn,2011,17
5620100_brunn,2012,-9
5620100_brunn,2013,1
5620100_brunn,2014,3
5620510_okand,2000,120
5620510_okand,2001,66
5620510_okand,2002,7
5620510_okand,2003,15
5620510_okand,2004,7
5620510_okand,2005,23
5620510_okand,2006,9
5620510_okand,2007,-4
5620510_okand,2008,-12
5620510_okand,2009,-2
5620520_sydvastra_ingaro,2000,6
5620520_sydvastra_ingaro,2001,19
5620520_sydvastra_ingaro,2002,-2
5620520_sydvastra_ingaro,2003,17
5620520_sydvastra_ingaro,2004,21
5620520_sydvastra_ingaro,2005,0
5620520_sydvastra_ingaro,2006,33
5620520_sydvastra_ingaro,2007,0
5620520_sydvastra_ingaro,2008,-4
5620520_sydvastra_ingaro,2009,-1
5620520_sydvastra_ingaro,2010,-8
5620520_sydvastra_ingaro,2011,19
5620520_sydvastra_ingaro,2012,16
5620520_sydvastra_ingaro,2013,2
5620520_sydvastra_ingaro,2014,10
5620530_okand,2000,44
5620530_okand,2001,31
5620530_okand,2002,20
5620530_okand,2003,5
5620530_okand,2004,-2
5620530_okand,2005,10
5620530_okand,2006,-7
5620530_okand,2007,47
5620530_okand,2008,10
5620530_okand,2009,-7
5630110_hemmesta,2000,-9
5630110_hemmesta,2001,3
5630110_hemmesta,2002,-8
5630110_hemmesta,2003,13
5630110_hemmesta,2004,-10
5630110_hemmesta,2005,4
5630110_hemmesta,2006,-9
5630110_hemmesta,2007,20
5630110_hemmesta,2008,-8
5630110_hemmesta,2009,-6
5630110_hemmesta,2010,-9
5630110_hemmesta,2011,-14
5630110_hemmesta,2012,0
5630110_hemmesta,2013,9
5630110_hemmesta,2014,26
5630120_fruvik,2000,5
5630120_fruvik,2001,-4
5630120_fruvik,2002,4
5630120_fruvik,2003,-9
5630120_fruvik,2004,20
5630120_fruvik,2005,40
5630120_fruvik,2006,46
5630120_fruvik,2007,43
5630120_fruvik,2008,-8
5630120_fruvik,2009,4
5630120_fruvik,2010,-3
5630120_fruvik,2011,-12
5630120_fruvik,2012,-2
5630120_fruvik,2013,-12
5630120_fruvik,2014,-2
5630130_hemmestahojden,2000,1
5630130_hemmestahojden,2001,1
5630130_hemmestahojden,2002,5
5630130_hemmestahojden,2003,-7
5630130_hemmestahojden,2004,15
5630130_hemmestahojden,2005,7
5630130_hemmestahojden,2006,71
5630130_hemmestahojden,2007,18
5630130_hemmestahojden,2008,-13
5630130_hemmestahojden,2009,-5
5630130_hemmestahojden,2010,12
5630130_hemmestahojden,2011,2
5630130_hemmestahojden,2012,27
5630130_hemmestahojden,2013,-11
5630130_hemmestahojden,2014,-6
5630200_angsvik,2000,-11
5630200_angsvik,2001,0
5630200_angsvik,2002,4
5630200_angsvik,2003,4
5630200_angsvik,2004,1
5630200_angsvik,2005,-16
5630200_angsvik,2006,-3
5630200_angsvik,2007,-1
5630200_angsvik,2008,-3
5630200_angsvik,2009,-5
5630200_angsvik,2010,6
5630200_angsvik,2011,-4
5630200_angsvik,2012,-7
5630200_angsvik,2013,8
5630200_angsvik,2014,-2
5630300_skeppsdalsstrom,2000,23
5630300_skeppsdalsstrom,2001,33
5630300_skeppsdalsstrom,2002,89
5630300_skeppsdalsstrom,2003,27
5630300_skeppsdalsstrom,2004,126
5630300_skeppsdalsstrom,2005,69
5630300_skeppsdalsstrom,2006,10
5630300_skeppsdalsstrom,2007,21
5630300_skeppsdalsstrom,2008,10
5630300_skeppsdalsstrom,2009,3
5630300_skeppsdalsstrom,2010,-9
5630300_skeppsdalsstrom,2011,6
5630300_skeppsdalsstrom,2012,11
5630300_skeppsdalsstrom,2013,-3
5630300_skeppsdalsstrom,2014,13
5630400_kopparmora,2000,-7
5630400_kopparmora,2001,-9
5630400_kopparmora,2002,-11
5630400_kopparmora,2003,-6
5630400_kopparmora,2004,3
5630400_kopparmora,2005,-2
5630400_kopparmora,2006,-3
5630400_kopparmora,2007,4
5630400_kopparmora,2008,-17
5630400_kopparmora,2009,-18
5630400_kopparmora,2010,4
5630400_kopparmora,2011,10
5630400_kopparmora,2012,-2
5630400_kopparmora,2013,1
5630400_kopparmora,2014,-9
5630510_okand,2000,48
5630510_okand,2001,57
5630510_okand,2002,25
5630510_okand,2003,9
5630510_okand,2004,3
5630510_okand,2005,32
5630510_okand,2006,-1
5630510_okand,2007,-6
5630510_okand,2008,18
5630510_okand,2009,-13
5630520_okand,2000,1
5630520_okand,2001,43
5630520_okand,2002,17
5630520_okand,2003,-6
5630520_okand,2004,-6
5630520_okand,2005,12
5630520_okand,2006,6
5630520_okand,2007,28
5630520_okand,2008,3
5630520_okand,2009,2
5630600_varmdo_norra_skargard,2000,7
5630600_varmdo_norra_skargard,2001,-2
5630600_varmdo_norra_skargard,2002,2
5630600_varmdo_norra_skargard,2003,4
5630600_varmdo_norra_skargard,2004,4
5630600_varmdo_norra_skargard,2005,1
5630600_varmdo_norra_skargard,2006,-4
5630600_varmdo_norra_skargard,2007,8
5630600_varmdo_norra_skargard,2008,0
5630600_varmdo_norra_skargard,2009,1
5630600_varmdo_norra_skargard,2010,0
5630600_varmdo_norra_skargard,2011,-6
5630600_varmdo_norra_skargard,2012,-2
5630600_varmdo_norra_skargard,2013,4
5630600_varmdo_norra_skargard,2014,-8
5640100_djurhamn,2000,8
5640100_djurhamn,2001,-2
5640100_djurhamn,2002,-5
5640100_djurhamn,2003,-3
5640100_djurhamn,2004,-2
5640100_djurhamn,2005,-7
5640100_djurhamn,2006,13
5640100_djurhamn,2007,7
5640100_djurhamn,2008,-7
5640100_djurhamn,2009,1
5640100_djurhamn,2010,-9
5640100_djurhamn,2011,-11
5640100_djurhamn,2012,-1
5640100_djurhamn,2013,-7
5640100_djurhamn,2014,-4
5640200_stavsnas,2000,-9
5640200_stavsnas,2001,-6
5640200_stavsnas,2002,8
5640200_stavsnas,2003,-2
5640200_stavsnas,2004,0
5640200_stavsnas,2005,-9
5640200_stavsnas,2006,-3
5640200_stavsnas,2007,16
5640200_stavsnas,2008,-10
5640200_stavsnas,2009,-14
5640200_stavsnas,2010,4
5640200_stavsnas,2011,-2
5640200_stavsnas,2012,-14
5640200_stavsnas,2013,-23
5640200_stavsnas,2014,9
5640510_stavsnas_glesbygd,2000,-2
5640510_stavsnas_glesbygd,2001,15
5640510_stavsnas_glesbygd,2002,-7
5640510_stavsnas_glesbygd,2003,18
5640510_stavsnas_glesbygd,2004,1
5640510_stavsnas_glesbygd,2005,12
5640510_stavsnas_glesbygd,2006,11
5640510_stavsnas_glesbygd,2007,-5
5640510_stavsnas_glesbygd,2008,4
5640510_stavsnas_glesbygd,2009,14
5640510_stavsnas_glesbygd,2010,8
5640510_stavsnas_glesbygd,2011,12
5640510_stavsnas_glesbygd,2012,2
5640510_stavsnas_glesbygd,2013,2
5640510_stavsnas_glesbygd,2014,-4
5640520_djuro_glesbygd,2000,20
5640520_djuro_glesbygd,2001,12
5640520_djuro_glesbygd,2002,14
5640520_djuro_glesbygd,2003,13
5640520_djuro_glesbygd,2004,12
5640520_djuro_glesbygd,2005,-11
5640520_djuro_glesbygd,2006,8
5640520_djuro_glesbygd,2007,-20
5640520_djuro_glesbygd,2008,4
5640520_djuro_glesbygd,2009,5
5640520_djuro_glesbygd,2010,1
5640520_djuro_glesbygd,2011,-25
5640520_djuro_glesbygd,2012,-10
5640520_djuro_glesbygd,2013,7
5640520_djuro_glesbygd,2014,-7
5640600_djuro_skargard,2000,2
5640600_djuro_skargard,2001,-2
5640600_djuro_skargard,2002,0
5640600_djuro_skargard,2003,16
5640600_djuro_skargard,2004,-5
5640600_djuro_skargard,2005,-5
5640600_djuro_skargard,2006,-12
5640600_djuro_skargard,2007,-8
5640600_djuro_skargard,2008,0
5640600_djuro_skargard,2009,-2
5640600_djuro_skargard,2010,-11
5640600_djuro_skargard,2011,-6
5640600_djuro_skargard,2012,-6
5640600_djuro_skargard,2013,1
5640600_djuro_skargard,2014,10
5650000_moja_forsamling,2000,-3
5650000_moja_forsamling,2001,3
5650000_moja_forsamling,2002,0
5650000_moja_forsamling,2003,1
5650000_moja_forsamling,2004,5
5650000_moja_forsamling,2005,-3
5650000_moja_forsamling,2006,-10
5650000_moja_forsamling,2007,0
5650000_moja_forsamling,2008,0
